mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__colsample_bytree,param_model__learning_rate,param_model__max_depth,param_model__min_child_weight,param_model__n_estimators,param_model__subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.2212491512298584,0.019674063394508796,0.04075927734375,0.006072350370432534,0.8,0.03,3,3,200,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.4940944881889764,0.4714566929133859,0.3419572553430821,0.5382452193475815,0.4206974128233971,0.45329021372328454,0.06733450980537072,125,0.908702144990497,0.8970947597067609,0.9393700787401574,0.9022637795275591,0.8967519685039371,0.9088365462937823,0.015870869559928412
0.2134033203125,0.02346525748852667,0.0339106559753418,0.00229903528923941,0.8,0.03,3,3,200,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.4645669291338583,0.49606299212598426,0.33858267716535434,0.5202474690663668,0.4403824521934758,0.45196850393700794,0.06285800441140309,129,0.9134197664947054,0.905036654900896,0.9519685039370078,0.9083333333333334,0.9030183727034121,0.916355326273871,0.018150784872347624
0.38103694915771485,0.04242791380802594,0.03373699188232422,0.0030038659515629618,0.8,0.03,3,3,400,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 400, 'model__subsample': 0.8}",0.5196850393700788,0.4665354330708661,0.3734533183352081,0.5899887514060742,0.40044994375703036,0.4700224971878515,0.07878626321696823,85,0.9526880260657072,0.938704860168341,0.9652887139107612,0.936253280839895,0.928248031496063,0.9442365824961534,0.013149798141694773
0.3689912796020508,0.05993749261203789,0.03259725570678711,0.0015730418253755117,0.8,0.03,3,3,400,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__min_child_weight': 3, 'model__n_estimators': 400, 'model__subsample': 1.0}",0.5088582677165354,0.5,0.36670416197975253,0.5281214848143982,0.4010123734533184,0.4609392575928009,0.0645087737768465,105,0.9519074124355145,0.9489885962530545,0.9758530183727033,0.9363188976377953,0.9361548556430446,0.9498445560684224,0.014503651186846454
0.15619516372680664,0.021224316237342986,0.045855379104614256,0.03271680999837958,0.8,0.03,4,1,100,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_child_weight': 1, 'model__n_estimators': 100, 'model__subsample': 0.8}",0.4547244094488189,0.45472440944881887,0.29696287964004503,0.5511811023622046,0.4921259842519685,0.4499437570303712,0.08423443298962413,134,0.9532650013575888,0.969250610915015,0.9770669291338583,0.9426509186351706,0.9591863517060367,0.9602839623495341,0.012028828319868826
0.1579843521118164,0.04328262509077928,0.028888654708862305,0.0021966305647387425,0.8,0.03,4,1,100,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_child_weight': 1, 'model__n_estimators': 100, 'model__subsample': 1.0}",0.5610236220472441,0.5354330708661418,0.31721034870641174,0.5748031496062992,0.547806524184477,0.5072553430821147,0.09592623885906183,7,0.9630396415965247,0.9502104262829216,0.9629265091863517,0.9144356955380578,0.9356299212598425,0.9452484387727397,0.018415229655419585
0.22774896621704102,0.016143733945690936,0.027792692184448242,0.0016390416868340499,0.8,0.03,4,1,200,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_child_weight': 1, 'model__n_estimators': 200, 'model__subsample': 0.8}",0.5039370078740157,0.46751968503937,0.3239595050618673,0.5466816647919011,0.4831271091113611,0.465044994375703,0.07538612197575184,93,0.9837428726581591,0.9873065435786044,0.9950459317585303,0.9770341207349083,0.9790682414698163,0.9844395420400037,0.006401432393339197
0.211264705657959,0.026155990223850394,0.02815666198730469,0.0010291311341221103,0.8,0.03,4,1,200,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_child_weight': 1, 'model__n_estimators': 200, 'model__subsample': 1.0}",0.5787401574803149,0.545275590551181,0.30033745781777277,0.5736782902137233,0.4735658042744657,0.4943194600674916,0.1040009007011978,27,0.9767852294325279,0.9811973934292695,0.9860892388451443,0.9643044619422572,0.9779527559055118,0.9772658159109421,0.007238917608031491
0.4884307861328125,0.0747694314726528,0.030097484588623047,0.007875505064249031,0.8,0.03,4,1,400,0.8,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_child_weight': 1, 'model__n_estimators': 400, 'model__subsample': 0.8}",0.5059055118110236,0.49212598425196846,0.3532058492688414,0.5545556805399325,0.48762654668166483,0.4786839145106862,0.0670864293369233,70,0.9963005701873473,0.9977599782785773,0.9988517060367454,0.9948162729658794,0.9933070866141731,0.9962071228165446,0.001987892662484743
0.390349817276001,0.0216624509022933,0.025913476943969727,0.004124586722391673,0.8,0.03,4,1,400,1.0,"{'model__colsample_bytree': 0.8, 'model__learning_rate': 0.03, 'model__max_depth': 4, 'model__min_child_weight': 1, 'model__n_estimators': 400, 'model__subsample': 1.0}",0.5679133858267718,0.530511811023622,0.3318335208098988,0.5736782902137233,0.500562429696288,0.5008998875140607,0.08859787931760331,12,0.9912435514526202,0.9974884604941624,0.9982939632545932,0.9902230971128609,0.9928477690288714,0.9940193682686216,0.003280129315317941
